,發生時間,事故類別名稱,發生地點,事故類型及型態子類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,經度,緯度,車種,機車,,小客車,人,慢車,小貨車,軍車,大貨車,曳引車,大客車,半聯結車,特種車,全聯結車,其他車,日期,時間,死亡,受傷,縣市
212584,2022-08-04 18:02:00,A2,澎湖縣馬公市新營路口 / 澎湖縣馬公市永壽街口,側撞,未依規定讓車,死亡0;受傷1,119.579505,23.563807,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-04,18:02:00,0,1,澎湖縣
212918,2022-08-05 07:33:00,A2,澎湖縣馬公市案山里27-3號前岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.579191,23.558155,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (營業用),普通重型,,,,,營業用,,,,,,,,,2022-08-05,07:33:00,0,1,澎湖縣
213277,2022-08-05 11:39:00,A2,澎湖縣馬公市西文里縣204線道路口 / 澎湖縣馬公市西文里文學路口,同向通行中,未注意車前狀態,死亡0;受傷3,119.583094,23.568965,1: 機車 (普通重型); 2: 人 (行人); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-05,11:39:00,0,3,澎湖縣
213513,2022-08-05 15:38:00,A2,澎湖縣馬公市長安里光明路口 / 澎湖縣馬公市長安里惠民一路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.564712,23.56647,1: 大貨車 (營業用); 2: 機車 (普通重型),普通重型,,,,,,,營業用,,,,,,,2022-08-05,15:38:00,0,1,澎湖縣
213839,2022-08-05 19:52:00,A2,澎湖縣馬公市新營路100號北側47公尺處,同向擦撞,迴轉未依規定,死亡0;受傷2,119.573847,23.567576,1: 機車 (普通重型); 2: 小客車 (計程車); 3: 人 (乘客),普通重型,,計程車,乘客,,,,,,,,,,,2022-08-05,19:52:00,0,2,澎湖縣
213891,2022-08-05 21:01:00,A2,澎湖縣馬公市光明里明遠路口 / 澎湖縣馬公市光明里信義路口,側撞,違規超車,死亡0;受傷1,119.568087,23.570649,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-08-05,21:01:00,0,1,澎湖縣
214394,2022-08-06 12:02:00,A2,澎湖縣白沙鄉縣道203線9.3公里處岔路口(中屯段),路上翻車、摔倒,其他引起事故之故障,死亡0;受傷1,119.609039,23.611723,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-08-06,12:02:00,0,1,澎湖縣
214660,2022-08-06 17:14:00,A2,澎湖縣馬公市澎26號道1.5公里處岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.593586,23.518337,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-06,17:14:00,0,1,澎湖縣
215856,2022-08-08 08:25:00,A2,澎湖縣馬公市澎25號道0.88公里處道路(烏崁段),路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.61539,23.54156,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-08-08,08:25:00,0,1,澎湖縣
215980,2022-08-08 10:08:00,A2,澎湖縣湖西鄉龍門村175號後方岔路口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.669213,23.564766,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-08-08,10:08:00,0,3,澎湖縣
215999,2022-08-08 10:25:00,A2,澎湖縣馬公市鎖港里1062號前道路,其他,未注意車前狀態,死亡0;受傷1,119.603276,23.5236,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用); 3: 小客車 (自用),普通重型,,自用,,,自用,,,,,,,,,2022-08-08,10:25:00,0,1,澎湖縣
216446,2022-08-08 17:24:00,A2,澎湖縣馬公市陽明里中華路口 / 澎湖縣馬公市陽明里陽明路口,穿越道路中,未注意車前狀態,死亡0;受傷3,119.576196,23.572343,1: 機車 (普通重型); 2: 人 (行人); 3: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-08-08,17:24:00,0,3,澎湖縣
216897,2022-08-09 08:08:00,A2,澎湖縣馬公市朝陽里三多路口 / 澎湖縣馬公市朝陽里文昌街口,側撞,未依規定讓車,死亡0;受傷1,119.579136,23.57428,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-08-09,08:08:00,0,1,澎湖縣
217344,2022-08-09 15:09:00,A2,澎湖縣白沙鄉縣道203線與澎8-1號道岔路口(通梁段),側撞,未依規定讓車,死亡0;受傷2,119.554725,23.65801,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-09,15:09:00,0,2,澎湖縣
217397,2022-08-09 15:58:00,A2,澎湖縣馬公市縣203線 2公里650.0公尺處口,側撞,起步未注意其他車(人)安全,死亡0;受傷3,119.583992,23.569563,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-09,15:58:00,0,3,澎湖縣
218143,2022-08-10 10:35:00,A2,澎湖縣馬公市興仁里縣201線道口 / 澎湖縣馬公市興仁里縣204線道口,其他,迴轉未依規定,死亡0;受傷1,119.610975,23.552363,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-08-10,10:35:00,0,1,澎湖縣
218363,2022-08-10 14:24:00,A2,澎湖縣馬公市重慶里仁愛路口 / 澎湖縣馬公市重慶里民權路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.56754,23.565063,1: 機車 (普通重型); 2: 小客車 (租賃車); 3: 人 (乘客),普通重型,,租賃車,乘客,,,,,,,,,,,2022-08-10,14:24:00,0,2,澎湖縣
218384,2022-08-10 14:46:00,A2,澎湖縣馬公市西文里新生路口 / 澎湖縣馬公市西文里文德路口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.582092,23.565449,1: 機車 (普通重型); 2: 小客車 (自用); 3:  (),普通重型,,自用,,,,,,,,,,,,2022-08-10,14:46:00,0,1,澎湖縣
218567,2022-08-10 17:32:00,A2,澎湖縣馬公市中興里樹德路口 / 澎湖縣馬公市中興里文化路口,路口交岔撞,未依規定讓車,死亡0;受傷3,119.567603,23.568843,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-10,17:32:00,0,3,澎湖縣
218934,2022-08-11 06:32:00,A2,澎湖縣西嶼鄉縣道203線28.6公里處(大池段),撞路樹、電桿,未注意車前狀態,死亡0;受傷1,119.514817,23.611252,1: 小客車 (自用); 2:  (),,,自用,,,,,,,,,,,,2022-08-11,06:32:00,0,1,澎湖縣
219364,2022-08-11 12:03:00,A2,澎湖縣白沙鄉澎8-1號道0.3公里處(後寮段),路上翻車、摔倒,其他引起事故之故障,死亡0;受傷2,119.577248,23.662547,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-11,12:03:00,0,2,澎湖縣
219433,2022-08-11 13:28:00,A2,澎湖縣馬公市中興路口 / 澎湖縣馬公市重慶街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.567099,23.566692,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-08-11,13:28:00,0,1,澎湖縣
219496,2022-08-11 15:01:00,A2,澎湖縣馬公市中興里介壽路11號前0.0公尺,側撞,左轉彎未依規定,死亡0;受傷2,119.563279,23.568078,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-11,15:01:00,0,2,澎湖縣
219505,2022-08-11 15:14:00,A2,澎湖縣馬公市縣203線 4公里570.0公尺處西側向外側,其他,未注意車前狀態,死亡0;受傷2,119.600056,23.572517,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-11,15:14:00,0,2,澎湖縣
219650,2022-08-11 17:15:00,A2,澎湖縣馬公市陽明里陽明路口 / 澎湖縣馬公市陽明里陽明路口,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.575394,23.572631,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-08-11,17:15:00,0,1,澎湖縣
219796,2022-08-11 19:02:00,A2,澎湖縣西嶼鄉縣203線 27公里700.0公尺處北側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.513246,23.619236,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-08-11,19:02:00,0,1,澎湖縣
220152,2022-08-12 08:03:00,A2,澎湖縣湖西鄉鼎灣村澎11號道口 / 澎湖縣湖西鄉鼎灣村澎12號道口,側撞,右轉彎未依規定,死亡0;受傷3,119.615616,23.593129,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-12,08:03:00,0,3,澎湖縣
220531,2022-08-12 14:10:00,A2,澎湖縣白沙鄉澎8號線 2公里350.0公尺處南側,撞護欄(樁),未注意車前狀態,死亡0;受傷2,119.582226,23.656686,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-12,14:10:00,0,2,澎湖縣
220802,2022-08-12 18:13:00,A2,澎湖縣馬公市縣204線 3公里600.0公尺處口,路口交岔撞,違反號誌管制或指揮,死亡0;受傷2,119.611598,23.551986,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-12,18:13:00,0,2,澎湖縣
221042,2022-08-13 05:09:00,A2,澎湖縣馬公市縣201線 8公里700.0公尺處北側向路肩,其他,未注意車前狀態,死亡0;受傷2,119.554577,23.529388,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-08-13,05:09:00,0,2,澎湖縣
221356,2022-08-13 11:36:00,A2,澎湖縣馬公市縣203線 2公里530.0公尺處東側向內側,同向擦撞,未保持行車安全間隔,死亡0;受傷2,119.582755,23.569764,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-13,11:36:00,0,2,澎湖縣
221410,2022-08-13 12:19:13,A2,澎湖縣白沙鄉赤崁村漁港新村46號旁岔路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.602443,23.667351,1: 小貨車(含客、貨兩用) (自用); 2: 小客車 (租賃車); 3: 人 (乘客),,,租賃車,乘客,,自用,,,,,,,,,2022-08-13,12:19:13,0,1,澎湖縣
221610,2022-08-13 16:04:00,A2,澎湖縣馬公市中興里樹德路口 / 澎湖縣馬公市中興里民族路口,側撞,未依規定讓車,死亡0;受傷2,119.564798,23.569003,1: 機車 (普通重型); 2: 小客車 (自用); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-08-13,16:04:00,0,2,澎湖縣
222899,2022-08-15 08:34:00,A2,澎湖縣馬公市縣203線 4公里200.0公尺處北側向內側,側撞,違規超車,死亡0;受傷2,119.598729,23.569467,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (自用); 3: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-08-15,08:34:00,0,2,澎湖縣
223242,2022-08-15 14:29:00,A2,澎湖縣馬公市復興里民族路26-1號前0.0公尺,側撞,起步未注意其他車(人)安全,死亡0;受傷2,119.563865,23.565424,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-15,14:29:00,0,2,澎湖縣
223915,2022-08-16 08:29:00,A2,澎湖縣湖西鄉縣204線 8公里口,側撞,變換車道或方向不當,死亡0;受傷1,119.646079,23.564139,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-16,08:29:00,0,1,澎湖縣
224012,2022-08-16 09:59:00,A2,澎湖縣馬公市新營路與永泰街口東側20公尺處道路,撞路樹、電桿,酒醉(後)駕駛失控,死亡0;受傷2,119.575706,23.567062,1: 小客車 (自用); 2:  (); 3: 人 (乘客),,,自用,乘客,,,,,,,,,,,2022-08-16,09:59:00,0,2,澎湖縣
224158,2022-08-16 12:11:00,A2,澎湖縣馬公市陽明里新生路口 / 澎湖縣馬公市陽明里北辰街口,側撞,未依規定讓車,死亡0;受傷2,119.571925,23.569332,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-08-16,12:11:00,0,2,澎湖縣
224300,2022-08-16 14:54:00,A2,澎湖縣馬公市西文里112之16號旁岔路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.581037,23.567238,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-16,14:54:00,0,2,澎湖縣
224908,2022-08-17 08:15:00,A2,澎湖縣白沙鄉澎8-1號線 1公里200.0公尺處南側向岔路口,側撞,未依規定讓車,死亡0;受傷2,119.569998,23.662337,1: 機車 (普通重型); 2: 小客車 (自用); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-08-17,08:15:00,0,2,澎湖縣
224985,2022-08-17 09:34:00,A2,澎湖縣馬公市縣204線 1公里西側向外側,追撞,未保持行車安全距離,死亡0;受傷1,119.589458,23.563792,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-17,09:34:00,0,1,澎湖縣
225326,2022-08-17 16:20:00,A2,澎湖縣湖西鄉北寮村41之12南側700公尺處,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.673763,23.594909,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-08-17,16:20:00,0,1,澎湖縣
225512,2022-08-17 18:40:00,A2,澎湖縣馬公市光復里民福路口 / 澎湖縣馬公市光復里三民路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.568607,23.566739,1: 小客車 (租賃車); 2: 機車 (普通重型),普通重型,,租賃車,,,,,,,,,,,,2022-08-17,18:40:00,0,1,澎湖縣
225690,2022-08-17 22:02:00,A2,澎湖縣馬公市光榮里三多路口 / 澎湖縣馬公市光榮里文光路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.571291,23.577242,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-17,22:02:00,0,2,澎湖縣
225764,2022-08-18 06:52:00,A2,澎湖縣馬公市縣204線 1公里600.0公尺處西側向外側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.592493,23.562315,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-08-18,06:52:00,0,1,澎湖縣
225877,2022-08-18 08:03:21,A2,澎湖縣白沙鄉縣203線 15公里800.0公尺處,側撞,迴轉未依規定,死亡0;受傷1,119.599611,23.666344,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-08-18,08:03:21,0,1,澎湖縣
225882,2022-08-18 08:07:00,A2,澎湖縣馬公市菜園里縣204線道路口 / 澎湖縣馬公市菜園里縣205號道路口,路口交岔撞,違反號誌管制或指揮,死亡0;受傷2,119.608118,23.55414,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-18,08:07:00,0,2,澎湖縣
226090,2022-08-18 11:10:00,A2,澎湖縣白沙鄉縣203線 12公里500.0公尺處,追撞,未保持行車安全距離,死亡0;受傷2,119.597224,23.636428,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-18,11:10:00,0,2,澎湖縣
226336,2022-08-18 16:12:00,A2,澎湖縣西嶼鄉池西村176-1號前岔路口,其他,未保持行車安全距離,死亡0;受傷2,119.505804,23.598454,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 小客車 (自用); 4: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-08-18,16:12:00,0,2,澎湖縣
226452,2022-08-18 17:26:50,A2,澎湖縣白沙鄉縣203線 19公里900.0公尺處,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.561967,23.660036,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-18,17:26:50,0,1,澎湖縣
226595,2022-08-18 19:11:00,A2,澎湖縣馬公市西衛里五福路20號前0.0公尺,其他,起步未注意其他車(人)安全,死亡0;受傷2,119.578241,23.580315,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-18,19:11:00,0,2,澎湖縣
227351,2022-08-19 14:18:00,A2,澎湖縣白沙鄉縣道203線19.4公里處岔路口(後寮段),側撞,未依規定讓車,死亡0;受傷3,119.566159,23.660845,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,,乘客,,自用,,,,,,,,,2022-08-19,14:18:00,0,3,澎湖縣
228408,2022-08-20 13:35:00,A2,澎湖縣馬公市重光里37-6號東側100公尺處道路,對向擦撞,未保持行車安全間隔,死亡0;受傷2,119.575438,23.585547,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-20,13:35:00,0,2,澎湖縣
228584,2022-08-20 16:54:00,A2,澎湖縣馬公市縣203線 4公里150.0公尺處南側向外側,其他,開啟車門不當而肇事,死亡0;受傷1,119.598637,23.569303,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-08-20,16:54:00,0,1,澎湖縣
228752,2022-08-20 19:44:00,A2,澎湖縣馬公市六合路300號南側道路,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.582017,23.572859,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-20,19:44:00,0,2,澎湖縣
229166,2022-08-21 12:02:00,A2,澎湖縣馬公市三多路與文昌街岔路口附近,佇立路邊(外),其他引起事故之疏失或行為,死亡0;受傷3,119.579269,23.574275,1: 人 (行人); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-21,12:02:00,0,3,澎湖縣
229213,2022-08-21 13:08:00,A2,澎湖縣湖西鄉隘門村60-7號南側50公尺處道路,衝出路外,未注意車前狀態,死亡0;受傷2,119.636725,23.558016,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-21,13:08:00,0,2,澎湖縣
229624,2022-08-21 21:02:00,A2,澎湖縣馬公市西文里新店路口 / 澎湖縣馬公市西文里新生路口,側撞,右轉彎未依規定,死亡0;受傷2,119.58668,23.564448,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-21,21:02:00,0,2,澎湖縣
229699,2022-08-22 00:48:00,A2,澎湖縣馬公市中興里民生路口 / 澎湖縣馬公市中興里文化路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.567331,23.567457,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-08-22,00:48:00,0,1,澎湖縣
229972,2022-08-22 08:52:00,A2,澎湖縣西嶼鄉池東村澎5號道北側 / 澎湖縣西嶼鄉池東村縣203線道路東側,路口交岔撞,未依規定讓車,死亡0;受傷3,119.509786,23.600084,1: 小客車 (自用); 2: 大貨車 (營業用); 3: 人 (乘客); 4: 人 (乘客),,,自用,乘客,,,,營業用,,,,,,,2022-08-22,08:52:00,0,3,澎湖縣
230068,2022-08-22 09:55:00,A2,澎湖縣馬公市西文里中華路326號前0.0公尺東側,同向擦撞,違反特定標誌(線)禁制,死亡0;受傷1,119.581353,23.570309,1: 機車 (普通重型); 2: 小貨車(含客、貨兩用) (營業用),普通重型,,,,,營業用,,,,,,,,,2022-08-22,09:55:00,0,1,澎湖縣
230287,2022-08-22 13:49:00,A2,澎湖縣白沙鄉講美村縣203線道路北側 / 澎湖縣白沙鄉講美村澎8號道西側,其他,左轉彎未依規定,死亡0;受傷1,119.597722,23.643835,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 小客車 (租賃車); 4: 人 (乘客),普通重型,,租賃車,乘客,,,,,,,,,,,2022-08-22,13:49:00,0,1,澎湖縣
230412,2022-08-22 16:17:00,A2,澎湖縣馬公市縣204線 2公里480.0公尺處口,追撞,未保持行車安全距離,死亡0;受傷1,119.601688,23.557932,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-08-22,16:17:00,0,1,澎湖縣
230452,2022-08-22 16:55:00,A2,澎湖縣馬公市澎26號道0.15公里處岔路口,側撞,右轉彎未依規定,死亡0;受傷2,119.600186,23.529421,1: 小客車 (計程車); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,計程車,乘客,,,,,,,,,,,2022-08-22,16:55:00,0,2,澎湖縣
230720,2022-08-22 20:42:00,A2,澎湖縣湖西鄉縣202線 1公里350.0公尺處向外側,其他,未注意車前狀態,死亡0;受傷1,119.611218,23.570444,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-08-22,20:42:00,0,1,澎湖縣
230912,2022-08-23 07:56:00,A2,澎湖縣馬公市光復里新生路口 / 澎湖縣馬公市光復里民生路口,側撞,起步未注意其他車(人)安全,死亡0;受傷1,119.570184,23.568674,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-08-23,07:56:00,0,1,澎湖縣
231050,2022-08-23 09:27:00,A2,澎湖縣馬公市東文里文明路口 / 澎湖縣馬公市東文里文山路口,側撞,未依規定讓車,死亡0;受傷1,119.584538,23.560111,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-08-23,09:27:00,0,1,澎湖縣
231136,2022-08-23 10:56:00,A2,澎湖縣馬公市重慶里仁愛路口 / 澎湖縣馬公市重慶里重慶街口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.566811,23.565276,1: 機車 (普通重型); 2: 小客車 (租賃車); 3: 人 (乘客),普通重型,,租賃車,乘客,,,,,,,,,,,2022-08-23,10:56:00,0,2,澎湖縣
231379,2022-08-23 15:00:00,A2,澎湖縣馬公市中興里忠孝路口 / 澎湖縣馬公市光明里明遠路口,其他,左轉彎未依規定,死亡0;受傷1,119.567127,23.570649,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-08-23,15:00:00,0,1,澎湖縣
231422,2022-08-23 15:45:00,A2,澎湖縣馬公市三多路與六合路岔路口附近,其他,未注意車前狀態,死亡0;受傷1,119.580901,23.574592,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-08-23,15:45:00,0,1,澎湖縣
231444,2022-08-23 16:06:00,A2,澎湖縣馬公市縣201線 1公里800.0公尺處南側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.604232,23.538562,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-08-23,16:06:00,0,2,澎湖縣
